loan_id,no_of_dependents,education,self_employed,age,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
402,5,1,1,35,1232000,46530,28,489,59800,19200,37900,854400,0
403,1,0,0,36,1304000,23450,24,612,75200,81600,33600,98900,1
404,0,0,0,56,838000,41940,21,824,51900,84700,41400,718700,0
405,1,1,0,52,974000,28890,29,847,74200,25300,9600,333900,0
406,0,0,1,59,1155000,39780,21,574,31700,25600,11900,241700,0
407,2,1,1,73,514000,6630,14,699,16500,71400,5200,196000,0
408,4,1,0,65,1193000,21280,29,553,49400,51000,8300,893500,0
409,4,1,0,59,653000,31520,10,649,40600,31700,36500,605700,1
410,0,0,1,65,1012000,1430,29,335,54900,60600,1800,474700,0
411,1,1,0,48,722000,33750,23,766,40200,77000,22900,300000,1
412,1,1,1,29,803000,36100,16,307,73400,8200,31100,393300,0
413,1,1,0,28,1275000,49150,18,339,69800,28600,4800,795300,0
414,2,0,0,25,499000,7910,26,558,55400,28700,30900,46000,0
415,4,1,0,44,1258000,18940,26,342,75900,43300,36100,456200,0
416,4,0,1,23,1247000,37600,5,852,56300,40100,9300,572800,1
417,5,0,1,47,418000,1520,24,366,96900,68200,4100,939700,0
418,1,0,0,61,699000,32580,19,304,75700,96200,47700,509900,0
419,2,0,1,31,626000,35980,6,836,90500,61000,33400,733300,1
420,1,1,1,55,1367000,17400,20,494,67400,88700,5700,640200,0
421,0,1,0,73,1060000,26990,14,316,93800,30800,41400,634700,0
422,2,0,1,58,1413000,16300,23,795,79400,35300,26000,42200,0
423,4,0,1,75,1095000,2930,28,566,29300,61600,4500,798900,0
424,0,0,1,65,655000,7060,19,828,86500,91600,6200,58400,1
425,2,1,0,47,390000,38740,6,583,80900,56500,47500,44500,1
426,0,1,0,41,1033000,26660,20,548,60200,92600,19800,624600,1
427,5,1,0,78,1254000,43500,11,332,44200,93800,41900,857300,0
428,1,1,0,48,1327000,8450,23,565,51100,30900,5200,380700,1
429,3,1,1,26,829000,22870,5,417,46400,67700,14700,357800,0
430,4,1,0,33,1261000,40440,24,821,29800,73000,41900,757300,1
431,1,0,0,75,320000,32790,11,429,34800,53700,28900,369400,0
432,4,1,0,56,1111000,24540,22,605,17700,9000,7400,671200,0
433,0,0,0,69,467000,29280,23,677,77800,83400,16300,722000,0
434,3,1,0,24,1188000,41180,14,462,67300,76900,1100,564100,0
435,5,1,1,31,537000,29880,20,827,92300,39400,1700,40200,0
436,0,1,1,30,596000,48850,21,513,27800,26200,27000,731300,1
437,0,0,0,62,533000,42160,15,765,23700,67400,10300,707000,1
438,5,0,1,51,1443000,2450,27,629,15200,99200,6300,325900,0
439,2,0,1,73,1053000,6350,15,580,36200,98900,41700,996500,0
440,1,1,1,40,1079000,3860,11,888,99900,41900,27000,625500,1
441,0,1,1,55,680000,31750,20,641,89200,0,5800,669600,1
442,2,0,1,56,991000,23230,10,400,21000,69500,19700,677500,0
443,0,0,1,48,1491000,17870,25,610,32800,35100,26700,633000,1
444,0,1,0,59,400000,40680,24,383,5700,94000,34300,278000,0
445,2,1,0,44,303000,34200,14,668,99900,77400,11600,333200,1
446,4,1,1,56,258000,44870,13,607,69200,3100,6500,183200,1
447,3,1,1,43,201000,5130,22,500,94700,31400,5900,368900,0
448,1,1,1,34,431000,29700,25,853,70700,67700,49300,961500,1
449,3,1,0,26,1183000,7390,7,376,57900,45900,2200,19700,0
450,5,0,1,34,1136000,1340,22,490,99300,72600,40700,688200,0
451,4,1,1,38,755000,33680,23,613,64200,83100,49700,389200,1
452,1,1,1,55,1218000,11800,28,334,72400,20300,2000,803000,0
453,1,1,0,57,1463000,33840,8,666,97700,69900,2500,643600,1
454,5,0,1,46,970000,4760,15,379,39100,84000,47800,806000,0
455,0,0,0,59,1015000,29340,14,640,17500,44800,1600,165700,1
456,2,1,1,54,781000,8290,7,316,12900,13000,26200,332700,0
457,2,1,0,27,1003000,18630,25,462,63700,29400,18800,554600,0
458,0,1,0,62,1317000,11070,17,315,17700,84200,37100,191200,0
459,5,0,1,33,667000,48270,13,888,57100,25300,13000,950200,1
460,0,0,0,68,466000,11120,10,549,41400,26900,25900,366000,1
461,3,1,1,26,981000,39650,17,845,51500,64500,39000,730100,1
462,1,1,0,58,1323000,38050,22,642,44800,42700,22100,395700,0
463,0,1,0,58,994000,32660,26,309,96300,59200,35600,117700,0
464,2,0,0,44,1313000,48700,26,803,47500,57000,16000,802700,1
465,0,0,1,28,514000,49850,18,466,14200,64300,24400,449600,0
466,0,0,1,32,529000,29710,10,501,34900,86600,3700,618100,1
467,5,0,1,23,1365000,20120,23,604,54000,11600,37600,154600,1
468,4,0,0,42,453000,25130,15,491,200,43000,31400,590100,0
469,3,1,1,28,962000,17910,28,602,73200,68500,30300,348000,1
470,3,0,1,35,255000,30460,25,864,75200,71300,26600,426700,1
471,5,0,1,21,291000,41970,23,400,54400,89200,6600,428500,0
472,3,1,0,44,574000,19630,10,815,29500,96600,37900,254800,1
473,1,0,1,77,896000,15590,26,753,5600,20000,21600,581500,0
474,4,1,0,53,1349000,30930,15,587,41800,88000,7700,770600,1
475,3,0,0,32,866000,25150,6,771,33300,82900,44700,818900,1
476,4,0,1,23,565000,19360,27,869,68400,34400,8400,13400,0
477,1,0,0,80,921000,20430,15,372,40600,38600,41200,175800,0
478,1,1,0,51,1138000,48540,15,623,51700,85300,8100,683300,1
479,1,0,0,35,1411000,13050,23,497,16700,56700,36500,252100,0
480,2,1,1,44,1178000,22340,8,821,29500,56600,19200,718500,1
481,4,1,0,34,1363000,23720,28,334,71400,36700,2000,373900,0
482,4,1,0,77,1287000,22110,29,461,94500,43200,21500,189500,0
483,5,0,1,74,815000,30270,14,577,21800,100,26900,385600,0
484,2,1,1,32,1101000,31300,5,706,17200,93600,37300,329400,1
485,3,0,0,42,952000,26970,25,422,26500,69300,20700,902100,0
486,4,0,1,63,586000,42990,28,740,35500,68900,23100,560100,0
487,4,0,1,71,1301000,47700,24,357,62000,74200,19000,95800,0
488,3,0,1,63,1206000,18170,22,322,39500,84200,6900,348300,0
489,0,0,1,74,1208000,28810,14,857,88300,35200,42600,791400,0
490,0,1,0,66,1335000,38330,9,302,77500,45500,14500,574500,0
491,4,1,0,48,1077000,47150,8,469,30800,67300,35100,887800,0
492,4,0,1,50,459000,1290,15,455,69800,47700,4800,50200,0
493,5,0,1,60,844000,21110,22,519,4900,14100,22900,475000,0
494,1,0,1,23,1281000,14090,15,584,27700,62000,2400,330800,1
495,1,0,0,44,1143000,35750,11,609,64400,21900,22300,83000,0
496,3,1,1,31,1396000,26030,17,322,78600,71200,42700,817900,0
497,3,1,1,22,984000,14130,22,414,0,47800,48600,673700,0
498,1,1,0,21,940000,16800,21,488,94600,43300,1600,30900,0
499,5,0,1,80,621000,42290,7,748,37000,800,2900,56300,0
500,1,0,0,37,1138000,36990,5,343,38100,82100,24000,303600,0
501,0,1,1,62,1386000,14140,24,788,98600,48900,36300,344600,0
502,0,1,1,43,1013000,48290,9,744,18000,78300,13400,487700,1
503,1,1,0,33,409000,16100,23,837,24400,2800,44000,472900,1
504,1,1,0,23,496000,17940,19,898,18000,55400,34700,223800,1
505,5,0,1,49,1317000,34820,15,523,88100,8300,47200,524300,1
506,5,1,1,38,1376000,10400,29,315,66400,5600,8200,300300,0
507,0,1,0,73,668000,7700,20,664,32500,92500,12500,551700,0
508,5,1,0,58,1390000,29870,15,668,59700,94500,19900,753500,1
509,5,0,0,64,1314000,16430,28,874,4300,63300,46900,56400,0
510,1,1,0,68,1426000,35210,20,354,32900,40800,13500,197900,0
511,1,1,0,37,465000,33700,24,422,46500,5000,10600,594900,0
512,1,0,1,72,288000,2870,10,741,80600,3500,16000,12200,0
513,5,1,1,60,1188000,37310,20,411,41900,88100,5600,448700,0
514,4,1,1,52,1082000,9610,5,600,55000,96700,32500,976400,1
515,1,0,1,55,1133000,33370,10,634,97700,68200,3200,449200,1
516,2,1,1,63,1285000,28230,10,669,15400,70900,32800,844700,1
517,3,0,0,63,1294000,32010,14,846,14800,66800,28600,353600,1
518,4,1,0,77,1226000,1180,5,548,92100,73900,6000,783900,0
519,5,0,0,68,1291000,29060,11,692,37000,71900,31100,192200,1
520,4,0,1,47,1089000,46950,13,715,86800,40400,49400,359800,1
521,4,0,0,77,1482000,36930,9,416,85400,8100,31700,201100,0
522,4,0,1,59,765000,13220,12,550,99700,70500,36500,524600,1
523,3,1,0,29,342000,20250,15,860,91600,37900,29800,846100,1
524,5,0,1,41,356000,34160,25,485,56400,8400,1100,622200,0
525,4,1,1,69,1139000,25480,23,647,71200,91900,15500,887200,0
526,1,1,0,73,897000,9980,9,351,14000,19600,21800,377400,0
527,1,0,1,72,601000,23880,24,376,31800,10200,47400,245300,0
528,2,0,0,67,1486000,12160,5,454,86300,8100,49500,162100,0
529,4,0,1,26,1025000,12290,18,539,28500,33800,17300,633200,1
530,4,0,0,70,553000,14230,17,854,79500,36700,39800,316300,1
531,3,0,0,77,1174000,46690,10,684,7200,39700,40800,275000,0
532,3,0,0,57,639000,40770,15,379,61500,40000,3300,492400,0
533,2,1,0,52,1489000,31740,13,458,60500,34200,35900,825500,0
534,2,1,0,22,1459000,29370,23,550,85800,7300,1300,418600,1
535,0,0,1,51,584000,28200,12,515,24200,84200,26300,554200,1
536,0,1,0,77,1006000,48160,18,500,20900,54400,39000,591000,0
537,3,1,0,66,804000,31850,18,849,80200,28500,47600,697300,1
538,3,1,0,21,435000,42070,24,606,99900,18000,17600,491800,1
539,1,1,1,49,1407000,43000,19,659,25000,37600,2200,733600,1
540,3,1,1,57,277000,2330,7,604,76800,54900,6300,172100,1
541,3,1,1,69,559000,22930,16,894,63200,93600,6800,932000,1
542,5,0,0,30,1110000,28950,20,516,85300,84700,16600,538800,1
543,3,1,1,58,876000,42740,12,641,81300,16900,14000,157000,1
544,1,1,0,63,1214000,6270,18,364,98400,54500,41300,31100,0
545,4,1,0,27,868000,5500,19,523,18600,57900,24200,284200,1
546,5,1,0,25,977000,7270,15,305,84900,25000,37200,280500,0
547,5,1,0,27,643000,48330,17,540,67300,20700,26600,143800,1
548,4,1,0,23,1311000,29720,19,355,54700,36300,16000,618600,0
549,1,0,0,79,831000,34140,14,721,20800,89100,18100,692000,0
550,1,1,1,54,850000,35880,24,612,80300,32100,46000,202300,0
551,1,1,0,32,1265000,13400,24,588,41400,95900,8700,112000,1
552,1,0,1,45,819000,1600,7,457,90500,66400,11100,120100,0
553,4,1,0,63,562000,36670,24,582,93900,51900,43500,301200,0
554,0,0,1,39,636000,35790,10,703,17500,71000,11700,986000,1
555,1,1,1,64,1191000,49310,25,807,18400,78200,31700,597900,0
556,4,1,0,21,1486000,13650,24,583,16900,30500,3300,899900,1
557,2,0,0,65,765000,6950,12,320,71800,43000,44100,416800,0
558,2,0,0,35,638000,37460,22,738,64800,94700,17300,798400,1
559,4,1,1,42,760000,36960,10,622,71500,13900,31900,408500,1
560,0,0,1,46,886000,10580,15,395,88000,58100,12300,298000,0
561,1,1,0,67,1173000,40190,29,839,56900,28600,3000,355000,0
562,3,0,0,34,1156000,14960,24,520,25500,9600,2200,85900,0
563,5,0,1,43,1399000,13190,15,680,65200,15000,46300,830900,1
564,4,0,0,37,426000,23740,28,573,29700,43800,30700,380600,1
565,1,0,1,79,1242000,48940,25,597,34500,15200,8000,561200,0
566,2,0,1,35,1142000,38290,5,476,26900,24500,42800,54600,0
567,2,0,1,73,307000,7100,6,796,88400,77100,19900,826300,0
568,3,1,1,21,826000,18150,14,305,93900,52900,47300,570100,0
569,1,0,0,50,1121000,27410,18,584,98000,55100,14200,744500,1
570,5,0,1,66,1263000,33790,6,785,10700,30800,6800,48900,0
571,3,0,0,26,1057000,40630,16,309,69000,71100,43500,957600,0
572,4,0,0,61,665000,38290,27,615,17800,67500,44400,592100,0
573,2,0,1,66,1015000,23150,19,532,68300,14900,41700,895000,1
574,3,0,1,59,503000,27390,11,863,67900,90900,40700,985500,1
575,0,1,1,23,431000,34500,26,781,22600,91800,30300,985900,1
576,4,0,1,47,685000,37850,5,327,66400,74100,29800,287300,0
577,4,0,1,24,1406000,32190,14,495,91600,42900,28700,211600,0
578,5,1,0,57,779000,16990,15,457,60200,66800,48500,29200,0
579,1,0,1,34,298000,26230,19,834,49600,46600,18100,973500,1
580,4,0,0,77,421000,42160,13,734,40000,81100,24100,592600,0
581,2,0,1,36,832000,13890,11,570,24900,25800,16600,717300,1
582,0,1,1,22,1382000,20290,7,576,57300,81900,24000,341300,1
583,3,0,1,70,1003000,10710,23,833,15500,27500,47200,503400,0
584,0,1,0,39,1340000,31200,26,475,1300,24400,43400,820300,0
585,5,0,1,68,1381000,48150,28,833,54000,5600,14700,715900,0
586,1,1,1,67,718000,48650,7,448,30500,94600,8800,708900,0
587,5,1,0,56,552000,46520,20,375,90100,60500,24800,117500,0
588,1,0,0,38,980000,46830,18,659,42600,3100,10200,675300,1
589,1,1,1,49,288000,32210,17,731,17900,78100,7000,210400,1
590,5,0,0,30,1330000,2960,28,534,34700,11500,28500,772600,1
591,3,0,1,28,1036000,47850,7,455,54100,28700,32500,99500,0
592,1,1,0,29,577000,27930,21,612,63300,10500,16500,446800,1
593,4,1,0,66,1438000,2610,14,352,5500,50000,45800,128800,0
594,1,0,0,68,1120000,25190,23,466,8300,17300,27200,418200,0
595,4,1,1,36,892000,35800,11,631,69100,52700,14500,893400,1
596,5,0,1,39,953000,34310,10,753,72900,90800,8600,215200,1
597,5,0,1,65,1181000,4340,21,446,7400,97700,43900,997900,0
598,3,1,1,39,1475000,48650,20,740,54500,80000,17700,44700,0
599,5,1,0,64,1034000,44000,8,422,94900,62900,45000,147800,0
600,2,0,1,25,1412000,7750,7,631,63900,72400,15800,842200,1
601,4,0,0,32,959000,46820,18,401,22900,3800,49100,378500,0
602,4,0,0,78,1198000,13410,12,644,26800,55700,48700,402000,0
603,5,1,0,60,961000,44230,28,668,66000,52900,25300,620000,0
604,5,0,0,29,874000,6310,27,499,63800,37400,43200,746600,0
605,4,0,1,38,552000,27770,28,370,9600,19000,13700,348100,0
606,1,0,0,59,1467000,2130,12,401,70200,52900,49300,478600,0
607,5,1,0,38,713000,21150,15,473,17600,15000,19800,539100,0
608,3,1,0,68,1292000,44450,25,602,74300,7600,49900,93400,0
609,1,1,0,29,446000,10570,26,642,25300,6600,23800,395600,1
610,5,0,0,36,1313000,26370,22,688,64400,33800,43200,279200,1
611,3,0,0,43,1446000,12920,22,303,25500,9800,47000,543000,0
612,5,1,0,77,915000,5530,6,761,55000,29700,45400,747600,0
613,1,1,0,26,521000,9920,19,872,80500,77400,43200,484200,1
614,3,0,1,45,1365000,34210,14,867,95200,29600,3300,88000,1
615,4,1,1,74,647000,42290,5,581,400,71200,4500,236800,0
616,0,1,0,40,754000,11830,17,879,37600,77200,17700,661000,1
617,1,0,0,41,719000,15220,23,606,25400,20300,19700,539700,1
618,0,0,0,30,1368000,43080,8,408,58300,52300,24400,898200,0
619,3,0,0,22,761000,28900,9,371,80200,99700,13600,142800,0
620,5,0,0,73,616000,33440,18,883,17400,15400,1200,518100,0
621,3,1,1,28,786000,37320,23,734,64100,32900,21100,220200,1
622,3,1,1,79,988000,5890,19,680,95300,74500,39700,591000,0
623,3,0,0,48,345000,28700,15,569,43100,87000,42100,644000,1
624,1,0,1,30,342000,15560,24,389,42600,94300,29700,337300,0
625,2,0,1,28,1318000,41850,15,815,7200,8100,10100,331600,1
626,1,1,0,78,1313000,44490,29,852,69000,22800,30400,457700,0
627,1,1,0,46,1003000,4980,19,508,42400,37500,12300,638200,1
628,0,0,0,73,1213000,23390,15,448,40600,15500,17000,533500,0
629,0,0,1,68,1185000,35910,13,626,8900,61900,33700,80500,0
630,2,0,0,21,1144000,21920,22,628,42600,81200,8500,139200,1
631,5,0,0,43,373000,4520,18,492,21900,60200,17100,129400,0
632,2,1,0,37,454000,10220,23,512,45100,72200,49800,101300,1
633,2,1,0,23,647000,48300,24,467,66100,12700,8500,325000,0
634,5,1,1,45,1304000,38210,7,728,36600,32400,33800,948200,1
635,2,0,0,76,976000,20760,7,336,11200,87500,33500,865000,0
636,3,1,0,73,582000,39200,23,677,8600,81300,40400,814800,0
637,4,0,0,48,403000,19810,10,590,25000,50400,22300,140300,1
638,3,0,1,53,507000,42360,12,732,35700,84400,45800,70600,1
639,1,0,1,23,1045000,12750,29,416,16800,91100,29100,761800,0
640,4,1,1,70,1359000,28070,14,476,64300,6900,36100,621900,0
641,4,0,0,35,734000,10160,14,567,39200,13600,43900,116200,1
642,5,1,1,77,649000,17590,19,568,46100,74000,31500,863900,0
643,1,0,1,28,665000,6120,11,885,13400,52200,19600,454000,1
644,5,1,0,38,806000,48500,12,422,8900,65300,43000,613900,0
645,1,1,1,33,477000,30560,7,410,76000,31300,49700,92500,0
646,1,1,1,38,958000,6020,17,601,44600,8700,2000,283800,1
647,1,1,1,80,1043000,32140,12,816,16500,5300,29500,136400,0
648,1,1,1,62,527000,3130,27,711,51000,89700,32400,670300,0
649,0,1,0,22,1224000,40290,14,482,19500,6600,32500,847900,0
650,0,1,0,66,316000,18050,10,813,42500,31200,4800,346800,1
651,5,0,0,49,600000,1580,5,688,50300,47000,39300,235100,1
652,5,1,0,34,993000,23160,23,353,7800,93300,40900,821000,0
653,0,1,1,67,732000,4050,15,699,83200,26500,40200,412600,1
654,2,1,1,60,416000,7880,14,840,65300,37400,29300,689500,1
655,5,1,1,50,1328000,45240,7,561,2200,46900,47600,853300,1
656,3,1,0,80,490000,18180,27,698,75500,6900,31800,778000,0
657,3,0,0,30,1048000,28830,5,760,79300,43200,18300,110000,1
658,5,1,1,33,294000,21440,6,678,99900,90500,14500,754600,1
659,1,0,1,24,424000,44930,11,503,24200,2900,6000,340500,1
660,4,0,0,38,1172000,19750,10,454,28200,49200,7000,924300,0
661,0,1,0,62,568000,42140,8,484,25300,13400,36600,188300,0
662,3,0,0,33,796000,1330,27,470,93400,79200,24100,615800,0
663,2,0,1,47,1360000,18060,18,724,55600,81900,7000,352600,1
664,5,1,1,57,409000,870,17,789,63000,54500,44800,617200,1
665,1,1,1,80,917000,34550,24,309,36600,23400,43900,222400,0
666,4,1,1,52,1090000,30670,22,662,83800,71900,23600,751400,0
667,4,1,0,62,578000,28200,12,555,8500,62500,20300,970000,1
668,4,0,1,75,737000,16950,22,416,73300,11200,35200,786300,0
669,0,1,1,26,839000,41620,27,809,53300,86700,48600,326000,1
670,0,0,0,41,902000,3090,17,770,93000,44400,3300,385000,1
671,3,1,1,41,1123000,19010,14,515,62700,68400,43300,482400,1
672,5,1,0,78,1360000,14430,14,450,23700,31900,4900,633500,0
673,3,1,1,44,772000,45990,29,852,74000,33200,10000,78700,0
674,0,1,0,73,1489000,11370,26,755,41500,84300,2400,245200,0
675,5,1,0,36,739000,19990,6,661,10800,28200,4800,440700,1
676,5,1,0,39,676000,47880,21,692,55600,18400,38300,55300,0
677,4,0,1,22,387000,7670,22,624,200,16000,38400,82000,0
678,4,1,1,75,1219000,44900,8,499,34700,82600,10100,296500,0
679,5,0,0,77,1266000,31560,10,801,90900,11300,5800,453200,0
680,0,1,0,57,1308000,42230,18,849,86000,93000,37900,879100,1
681,5,0,0,31,953000,7580,23,861,23900,37400,4200,762900,1
682,5,1,0,62,1484000,48280,5,675,95100,24300,26200,838300,1
683,4,1,0,75,1124000,31100,21,335,43300,79700,45800,324000,0
684,4,1,1,51,590000,3600,24,463,35100,89400,33800,283200,0
685,5,1,1,50,1291000,18310,25,775,26100,77300,49200,327300,1
686,3,1,1,72,1018000,9160,24,719,7000,9500,6200,71000,0
687,1,0,0,67,1284000,11330,19,370,84400,58500,15000,378800,0
688,2,1,1,25,230000,20700,7,886,16100,17300,24100,356300,0
689,5,0,0,76,1468000,3340,27,618,34500,38900,48300,856500,0
690,1,0,0,30,1007000,10720,25,535,68800,35200,15900,831000,1
691,1,1,1,61,323000,42060,25,633,96400,11100,27900,844000,0
692,1,1,0,68,562000,45470,21,850,81500,74400,8200,948900,0
693,5,1,1,51,490000,35370,26,527,52300,98100,5100,887100,0
694,2,0,0,79,750000,38910,10,554,81500,93100,26800,911500,0
695,2,1,1,26,382000,47150,26,660,100,38300,18400,652900,1
696,2,0,1,65,1046000,30710,27,503,81200,49900,30600,237500,0
697,4,0,1,66,1136000,20680,25,414,90700,41900,1400,51500,0
698,0,0,1,33,707000,39270,8,389,57900,21900,23600,641600,0
699,4,1,0,56,406000,22420,19,566,70500,26600,18500,986700,1
700,4,1,0,61,1194000,32670,15,664,56500,71900,20700,969500,1
701,0,0,1,43,420000,1260,26,445,4600,18000,17600,516500,0
702,1,0,0,65,846000,33180,10,436,91300,72000,31600,565300,0
703,5,1,1,61,660000,34900,18,328,9600,40800,2100,293600,0
704,2,1,1,73,1008000,43820,25,338,24400,71400,37100,705300,0
705,2,0,1,49,1459000,48600,6,352,21100,31300,30000,988000,0
706,4,0,1,75,1484000,2560,27,725,67100,67800,1600,476300,0
707,5,0,0,67,1408000,8850,17,581,56000,84900,37500,246700,1
708,1,0,1,21,473000,48030,23,534,18700,38000,16200,948700,1
709,1,1,0,60,981000,29110,19,821,64900,24500,11800,700900,1
710,4,1,0,37,467000,40890,11,693,61800,11600,33100,191200,1
711,5,1,0,53,359000,38070,22,781,73800,42800,17400,44900,0
712,5,0,1,76,1375000,11520,11,730,19500,46800,5900,656600,0
713,3,1,1,31,1413000,11690,10,729,97600,64900,39700,538600,1
714,2,1,0,28,739000,46510,29,568,9100,83100,6800,956200,1
715,3,1,0,40,1404000,18130,21,510,70800,64300,35800,685000,1
716,0,1,0,55,927000,30100,8,634,97800,20700,3700,584600,1
717,3,0,1,77,1280000,3120,9,656,7200,97900,44800,568100,0
718,5,1,0,61,812000,29090,22,667,41000,44600,38900,30600,0
719,4,1,0,33,1426000,17050,25,747,45800,95100,28600,273100,1
720,3,0,1,64,874000,28170,24,334,88300,69000,30600,936900,0
721,5,0,1,74,574000,20480,25,647,9700,69000,1500,295000,0
722,5,0,1,21,1453000,15930,20,850,46000,32600,41000,678300,1
723,2,1,1,63,411000,18370,20,759,93600,43400,34100,402000,1
724,0,1,1,37,859000,40190,25,487,99200,99400,41900,769700,0
725,3,0,1,52,374000,20290,15,418,73100,65900,31200,267600,0
726,0,0,1,65,353000,24560,22,469,74500,16500,37200,776400,0
727,5,0,1,61,1250000,7960,25,558,3700,96000,29100,595500,0
728,5,0,1,69,868000,14780,7,574,62800,3500,29300,602100,1
729,2,0,0,23,1358000,49600,11,473,47800,50700,40600,329700,0
730,0,1,1,45,755000,30620,12,886,43600,99900,40800,701500,1
731,3,1,0,74,625000,10770,28,871,43700,32400,14900,848400,0
732,2,0,1,37,1044000,10010,29,635,47000,75500,14400,754900,1
733,4,0,1,63,844000,11660,25,391,13600,66000,17200,771800,0
734,4,0,1,69,342000,32130,14,511,46800,34400,45700,825200,1
735,2,0,0,36,722000,23240,19,457,80300,75300,12300,477000,0
736,0,0,0,55,670000,7910,16,475,6800,98800,29200,133300,0
737,1,0,0,80,957000,42000,13,505,62500,48000,47600,74500,0
738,3,1,1,31,530000,25990,17,484,66300,97600,30900,184000,0
739,5,1,1,64,247000,15790,27,533,900,46000,10700,55400,0
740,5,0,1,68,1148000,37330,16,469,92100,21800,18600,193600,0
741,5,0,0,33,962000,38980,21,365,900,2000,11100,111500,0
742,5,1,0,29,1040000,27210,21,406,52700,37600,38800,838200,0
743,3,1,1,50,311000,1880,13,636,46200,28100,12500,961400,1
744,3,1,0,79,1014000,31690,16,516,71000,54900,14800,776600,0
745,4,0,0,48,1127000,31440,17,652,32400,51400,41000,929500,1
746,1,1,1,35,443000,47580,13,673,26800,30400,31400,246200,1
747,3,1,1,36,262000,45270,7,735,4000,11000,8300,597400,1
748,4,1,0,30,1449000,24460,11,794,55100,91400,14100,96800,1
749,0,0,1,64,1467000,21160,25,508,76100,54600,43900,599600,0
750,4,1,0,77,1301000,23190,14,307,26300,39200,45300,449800,0
751,0,1,1,41,784000,27160,17,735,39000,83300,36100,907500,1
752,2,0,1,50,583000,18290,12,803,20200,43400,36700,638100,1
753,0,0,0,52,558000,16950,18,642,34000,22800,6800,721800,1
754,0,0,1,42,318000,5810,10,675,8400,26900,5600,294800,1
755,3,0,0,46,1125000,27720,20,836,73300,46000,42700,789700,1
